gene_stable_id	transcript_stable_id	protein_stable_id	xref	db_name	info_type	source_identity	xref_identity	linkage_type
Rv2328	CCP45115	CCP45115	P9WIG9	Uniprot/SWISSPROT	NONE	100	100	-
Rv2329c	CCP45116	CCP45116	P71883	Uniprot/SPTREMBL	NONE	100	100	-
Rv2330c	CCP45117	CCP45117	P9WK69	Uniprot/SWISSPROT	NONE	100	100	-
Rv2331	CCP45118	CCP45118	P9WLB3	Uniprot/SWISSPROT	NONE	100	100	-
Rv2331A	CCP45119	CCP45119	Q79FF7	Uniprot/SPTREMBL	NONE	100	100	-
Rv2332	CCP45120	CCP45120	P9WK25	Uniprot/SWISSPROT	NONE	100	100	-
Rv2333c	CCP45121	CCP45121	P9WG91	Uniprot/SWISSPROT	NONE	100	100	-
Rv2334	CCP45122	CCP45122	P9WP55	Uniprot/SWISSPROT	NONE	100	100	-
Rv2335	CCP45123	CCP45123	P95231	Uniprot/SWISSPROT	NONE	100	100	-
Rv2336	CCP45124	CCP45124	P95232	Uniprot/SPTREMBL	NONE	100	100	-
Rv2337c	CCP45125	CCP45125	P95233	Uniprot/SPTREMBL	NONE	100	100	-
Rv2338c	CCP45126	CCP45126	P95234	Uniprot/SPTREMBL	NONE	100	100	-
Rv2339	CCP45127	CCP45127	P9WJU3	Uniprot/SWISSPROT	NONE	100	100	-
Rv2340c	CCP45128	CCP45128	L7N659	Uniprot/SPTREMBL	NONE	100	100	-
Rv2341	CCP45129	CCP45129	P95237	Uniprot/SPTREMBL	NONE	100	100	-
Rv2342	CCP45130	CCP45130	P95238	Uniprot/SPTREMBL	NONE	100	100	-
Rv2343c	CCP45131	CCP45131	P9WNW1	Uniprot/SWISSPROT	NONE	100	100	-
Rv2344c	CCP45132	CCP45132	P9WNY7	Uniprot/SWISSPROT	NONE	100	100	-
Rv2345	CCP45133	CCP45133	P9WFJ5	Uniprot/SWISSPROT	NONE	100	100	-
Rv2346c	CCP45134	CCP45134	P9WNI7	Uniprot/SWISSPROT	NONE	100	100	-
Rv2347c	CCP45135	CCP45135	P9WNI5	Uniprot/SWISSPROT	NONE	100	100	-
Rv2348c	CCP45136	CCP45136	P95244	Uniprot/SPTREMBL	NONE	100	100	-
Rv2349c	CCP45137	CCP45137	P9WIB1	Uniprot/SWISSPROT	NONE	100	100	-
Rv2350c	CCP45138	CCP45138	P9WIB3	Uniprot/SWISSPROT	NONE	100	100	-
Rv2351c	CCP45139	CCP45139	P9WIB5	Uniprot/SWISSPROT	NONE	100	100	-
Rv2352c	CCP45140	CCP45140	P9WHZ9	Uniprot/SWISSPROT	NONE	100	100	-
Rv2353c	CCP45141	CCP45141	Q79FF3	Uniprot/SPTREMBL	NONE	100	100	-
Rv2354	CCP45142	CCP45142	P9WKH5	Uniprot/SWISSPROT	NONE	100	100	-
Rv2355	CCP45143	CCP45143	P9WKH9	Uniprot/SWISSPROT	NONE	100	100	-
Rv2356c	CCP45144	CCP45144	P9WHZ7	Uniprot/SWISSPROT	NONE	100	100	-
Rv2357c	CCP45145	CCP45145	P9WFV7	Uniprot/SWISSPROT	NONE	100	100	-
Rv2358	CCP45146	CCP45146	P9WMI5	Uniprot/SWISSPROT	NONE	100	100	-
Rv2359	CCP45147	CCP45147	P9WN85	Uniprot/SWISSPROT	NONE	100	100	-
Rv2360c	CCP45148	CCP45148	O05838	Uniprot/SPTREMBL	NONE	100	100	-
Rv2361c	CCP45149	CCP45149	P9WFF7	Uniprot/SWISSPROT	NONE	100	100	-
Rv2362c	CCP45150	CCP45150	P9WHI5	Uniprot/SWISSPROT	NONE	100	100	-
Rv2363	CCP45151	CCP45151	P9WQ99	Uniprot/SWISSPROT	NONE	100	100	-
Rv2364c	CCP45152	CCP45152	P9WNK9	Uniprot/SWISSPROT	NONE	100	100	-
Rv2365c	CCP45153	CCP45153	O05833	Uniprot/SPTREMBL	NONE	100	100	-
Rv2366c	CCP45154	CCP45154	P9WFP1	Uniprot/SWISSPROT	NONE	100	100	-
Rv2367c	CCP45155	CCP45155	P9WGX9	Uniprot/SWISSPROT	NONE	100	100	-
Rv2368c	CCP45156	CCP45156	P9WIA3	Uniprot/SWISSPROT	NONE	100	100	-
Rv2369c	CCP45157	CCP45157	L0TC46	Uniprot/SPTREMBL	NONE	100	100	-
Rv2370c	CCP45158	CCP45158	O05828	Uniprot/SPTREMBL	NONE	100	100	-
Rv2371	CCP45159	CCP45159	Q79FE9	Uniprot/SPTREMBL	NONE	100	100	-
Rv2372c	CCP45160	CCP45160	P9WGX1	Uniprot/SWISSPROT	NONE	100	100	-
Rv2373c	CCP45161	CCP45161	P9WNV7	Uniprot/SWISSPROT	NONE	100	100	-
Rv2374c	CCP45162	CCP45162	P9WMK3	Uniprot/SWISSPROT	NONE	100	100	-
Rv2375	CCP45163	CCP45163	O05823	Uniprot/SPTREMBL	NONE	100	100	-
Rv2376c	CCP45164	CCP45164	P9WIN7	Uniprot/SWISSPROT	NONE	100	100	-
Rv2377c	CCP45165	CCP45165	P9WIP5	Uniprot/SWISSPROT	NONE	100	100	-
Rv2378c	CCP45166	CCP45166	P9WKF7	Uniprot/SWISSPROT	NONE	100	100	-
Rv2379c	CCP45167	CCP45167	O05819	Uniprot/SPTREMBL	NONE	100	100	-
Rv2380c	CCP45168	CCP45168	I6Y0L1	Uniprot/SPTREMBL	NONE	100	100	-
Rv2381c	CCP45169	CCP45169	P71719	Uniprot/SPTREMBL	NONE	100	100	-
Rv2382c	CCP45170	CCP45170	P71718	Uniprot/SPTREMBL	NONE	100	100	-
Rv2383c	CCP45171	CCP45171	P9WQ63	Uniprot/SWISSPROT	NONE	100	100	-
Rv2384	CCP45172	CCP45172	P71716	Uniprot/SPTREMBL	NONE	100	100	-
Rv2385	CCP45173	CCP45173	Q79FE8	Uniprot/SPTREMBL	NONE	100	100	-
Rv2386c	CCP45174	CCP45174	P9WFX1	Uniprot/SWISSPROT	NONE	100	100	-
Rv2387	CCP45175	CCP45175	P71757	Uniprot/SPTREMBL	NONE	100	100	-
Rv2388c	CCP45176	CCP45176	P9WP73	Uniprot/SWISSPROT	NONE	100	100	-
Rv2389c	CCP45177	CCP45177	P9WG27	Uniprot/SWISSPROT	NONE	100	100	-
Rv2390c	CCP45178	CCP45178	P71754	Uniprot/SPTREMBL	NONE	100	100	-
Rv2391	CCP45179	CCP45179	P9WJ03	Uniprot/SWISSPROT	NONE	100	100	-
Rv2392	CCP45180	CCP45180	P9WIK3	Uniprot/SWISSPROT	NONE	100	100	-
Rv2393	CCP45181	CCP45181	P71751	Uniprot/SPTREMBL	NONE	100	100	-
Rv2394	CCP45182	CCP45182	P71750	Uniprot/SPTREMBL	NONE	100	100	-
Rv2395	CCP45183	CCP45183	P71749	Uniprot/SPTREMBL	NONE	100	100	-
Rv2395A	CCP45184	CCP45184	V5QPR9	Uniprot/SPTREMBL	NONE	100	100	-
Rv2395B	CCP45185	CCP45185	V5QRX2	Uniprot/SPTREMBL	NONE	100	100	-
Rv2396	CCP45186	CCP45186	Q79FE6	Uniprot/SPTREMBL	NONE	100	100	-
Rv2397c	CCP45187	CCP45187	P9WQM1	Uniprot/SWISSPROT	NONE	100	100	-
Rv2398c	CCP45188	CCP45188	P71746	Uniprot/SPTREMBL	NONE	100	100	-
Rv2399c	CCP45189	CCP45189	P71745	Uniprot/SPTREMBL	NONE	100	100	-
Rv2400c	CCP45190	CCP45190	P71744	Uniprot/SPTREMBL	NONE	100	100	-
Rv2401	CCP45191	CCP45191	O86326	Uniprot/SPTREMBL	NONE	100	100	-
Rv2401A	CCP45192	CCP45192	Q79FE4	Uniprot/SPTREMBL	NONE	100	100	-
Rv2402	CCP45193	CCP45193	P71741	Uniprot/SWISSPROT	NONE	100	100	-
Rv2403c	CCP45194	CCP45194	P71740	Uniprot/SPTREMBL	NONE	100	100	-
Rv2404c	CCP45195	CCP45195	P9WK97	Uniprot/SWISSPROT	NONE	100	100	-
Rv2405	CCP45196	CCP45196	P71738	Uniprot/SPTREMBL	NONE	100	100	-
Rv2406c	CCP45197	CCP45197	P71737	Uniprot/SPTREMBL	NONE	100	100	-
Rv2407	CCP45198	CCP45198	P9WGZ5	Uniprot/SWISSPROT	NONE	100	100	-
Rv2408	CCP45199	CCP45199	Q79FE3	Uniprot/SPTREMBL	NONE	100	100	-
Rv2409c	CCP45200	CCP45200	P71734	Uniprot/SPTREMBL	NONE	100	100	-
Rv2410c	CCP45201	CCP45201	P71733	Uniprot/SPTREMBL	NONE	100	100	-
Rv2411c	CCP45202	CCP45202	P9WLA9	Uniprot/SWISSPROT	NONE	100	100	-
Rv2412	CCP45203	CCP45203	P9WH41	Uniprot/SWISSPROT	NONE	100	100	-
Rv2413c	CCP45204	CCP45204	P71730	Uniprot/SPTREMBL	NONE	100	100	-
Rv2414c	CCP45205	CCP45205	P71729	Uniprot/SPTREMBL	NONE	100	100	-
Rv2415c	CCP45206	CCP45206	P71728	Uniprot/SPTREMBL	NONE	100	100	-
Rv2416c	CCP45207	CCP45207	P9WFK7	Uniprot/SWISSPROT	NONE	100	100	-
Rv2417c	CCP45208	CCP45208	P9WP05	Uniprot/SWISSPROT	NONE	100	100	-
Rv2418c	CCP45209	CCP45209	P71725	Uniprot/SWISSPROT	NONE	100	100	-
Rv2419c	CCP45210	CCP45210	P9WIC7	Uniprot/SWISSPROT	NONE	100	100	-
Rv2420c	CCP45211	CCP45211	O86327	Uniprot/SPTREMBL	NONE	100	100	-
Rv2421c	CCP45212	CCP45212	P9WJJ5	Uniprot/SWISSPROT	NONE	100	100	-
Rv2422	CCP45213	CCP45213	P71926	Uniprot/SPTREMBL	NONE	100	100	-
Rv2423	CCP45214	CCP45214	P71925	Uniprot/SPTREMBL	NONE	100	100	-
Rv2424c	CCP45215	CCP45215	P71924	Uniprot/SPTREMBL	NONE	100	100	-
Rv2425c	CCP45216	CCP45216	P71923	Uniprot/SPTREMBL	NONE	100	100	-
Rv2426c	CCP45217	CCP45217	P71922	Uniprot/SPTREMBL	NONE	100	100	-
Rv2427c	CCP45218	CCP45218	P9WHV1	Uniprot/SWISSPROT	NONE	100	100	-
Rv2428	CCP45220	CCP45220	P9WQB7	Uniprot/SWISSPROT	NONE	100	100	-
Rv2429	CCP45221	CCP45221	P9WQB5	Uniprot/SWISSPROT	NONE	100	100	-
Rv2430c	CCP45222	CCP45222	Q79FE1	Uniprot/SWISSPROT	NONE	100	100	-
Rv2431c	CCP45223	CCP45223	I6X486	Uniprot/SWISSPROT	NONE	100	100	-
Rv2432c	CCP45224	CCP45224	P71917	Uniprot/SPTREMBL	NONE	100	100	-
Rv2433c	CCP45225	CCP45225	P71916	Uniprot/SPTREMBL	NONE	100	100	-
Rv2434c	CCP45226	CCP45226	P71915	Uniprot/SPTREMBL	NONE	100	100	-
Rv2435c	CCP45227	CCP45227	P71914	Uniprot/SPTREMBL	NONE	100	100	-
Rv2436	CCP45228	CCP45228	P71913	Uniprot/SPTREMBL	NONE	100	100	-
Rv2437	CCP45229	CCP45229	P71912	Uniprot/SPTREMBL	NONE	100	100	-
Rv2438c	CCP45230	CCP45230	P9WJJ3	Uniprot/SWISSPROT	NONE	100	100	-
Rv2438A	CCP45231	CCP45231	Q79FD9	Uniprot/SPTREMBL	NONE	100	100	-
Rv2439c	CCP45232	CCP45232	P9WHU9	Uniprot/SWISSPROT	NONE	100	100	-
Rv2440c	CCP45233	CCP45233	P9WMT1	Uniprot/SWISSPROT	NONE	100	100	-
Rv2441c	CCP45234	CCP45234	P9WHB3	Uniprot/SWISSPROT	NONE	100	100	-
Rv2442c	CCP45235	CCP45235	P9WHC3	Uniprot/SWISSPROT	NONE	100	100	-
Rv2443	CCP45236	CCP45236	P71906	Uniprot/SPTREMBL	NONE	100	100	-
Rv2444c	CCP45237	CCP45237	P71905	Uniprot/SPTREMBL	NONE	100	100	-
Rv2445c	CCP45238	CCP45238	P9WJH7	Uniprot/SWISSPROT	NONE	100	100	-
Rv2446c	CCP45239	CCP45239	O53173	Uniprot/SPTREMBL	NONE	100	100	-
Rv2447c	CCP45240	CCP45240	I6Y0R5	Uniprot/SPTREMBL	NONE	100	100	-
Rv2448c	CCP45241	CCP45241	P9WFS9	Uniprot/SWISSPROT	NONE	100	100	-
Rv2449c	CCP45242	CCP45242	O53176	Uniprot/SWISSPROT	NONE	100	100	-
Rv2450c	CCP45243	CCP45243	O53177	Uniprot/SWISSPROT	NONE	100	100	-
Rv2451	CCP45244	CCP45244	O53178	Uniprot/SPTREMBL	NONE	100	100	-
Rv2452c	CCP45245	CCP45245	O53179	Uniprot/SPTREMBL	NONE	100	100	-
Rv2453c	CCP45246	CCP45246	P9WJQ9	Uniprot/SWISSPROT	NONE	100	100	-
Rv2454c	CCP45247	CCP45247	O53181	Uniprot/SWISSPROT	NONE	100	100	-
Rv2455c	CCP45248	CCP45248	O53182	Uniprot/SWISSPROT	NONE	100	100	-
Rv2456c	CCP45249	CCP45249	P9WJX1	Uniprot/SWISSPROT	NONE	100	100	-
Rv2457c	CCP45250	CCP45250	P9WPB9	Uniprot/SWISSPROT	NONE	100	100	-
Rv2458	CCP45251	CCP45251	O53185	Uniprot/SPTREMBL	NONE	100	100	-
Rv2459	CCP45252	CCP45252	P9WJW9	Uniprot/SWISSPROT	NONE	100	100	-
Rv2460c	CCP45253	CCP45253	P9WPC3	Uniprot/SWISSPROT	NONE	100	100	-
Rv2461c	CCP45254	CCP45254	P9WPC5	Uniprot/SWISSPROT	NONE	100	100	-
Rv2462c	CCP45255	CCP45255	P9WG55	Uniprot/SWISSPROT	NONE	100	100	-
Rv2463	CCP45256	CCP45256	O53190	Uniprot/SPTREMBL	NONE	100	100	-
Rv2464c	CCP45257	CCP45257	P9WNB9	Uniprot/SWISSPROT	NONE	100	100	-
Rv2465c	CCP45258	CCP45258	P9WKD7	Uniprot/SWISSPROT	NONE	100	100	-
Rv2466c	CCP45259	CCP45259	O53193	Uniprot/SWISSPROT	NONE	100	100	-
Rv2467	CCP45260	CCP45260	L7N655	Uniprot/SPTREMBL	NONE	100	100	-
Rv2468c	CCP45261	CCP45261	P9WLA7	Uniprot/SWISSPROT	NONE	100	100	-
Rv2468A	CCP45262	CCP45262	I6YDH3	Uniprot/SPTREMBL	NONE	100	100	-
Rv2469c	CCP45263	CCP45263	O53196	Uniprot/SPTREMBL	NONE	100	100	-
Rv2470	CCP45264	CCP45264	P9WN23	Uniprot/SWISSPROT	NONE	100	100	-
Rv2471	CCP45265	CCP45265	O53198	Uniprot/SPTREMBL	NONE	100	100	-
Rv2472	CCP45266	CCP45266	O53199	Uniprot/SPTREMBL	NONE	100	100	-
Rv2473	CCP45267	CCP45267	O53200	Uniprot/SPTREMBL	NONE	100	100	-
Rv2474c	CCP45268	CCP45268	I6X4D6	Uniprot/SPTREMBL	NONE	100	100	-
Rv2475c	CCP45269	CCP45269	I6Y9E8	Uniprot/SPTREMBL	NONE	100	100	-
Rv2476c	CCP45270	CCP45270	O53203	Uniprot/SWISSPROT	NONE	100	100	-
Rv2477c	CCP45271	CCP45271	P9WQK3	Uniprot/SWISSPROT	NONE	100	100	-
Rv2478c	CCP45272	CCP45272	O53205	Uniprot/SPTREMBL	NONE	100	100	-
Rv2479c	CCP45273	CCP45273	P9WKH9	Uniprot/SWISSPROT	NONE	100	100	-
Rv2480c	CCP45274	CCP45274	P9WKH5	Uniprot/SWISSPROT	NONE	100	100	-
Rv2481c	CCP45275	CCP45275	O53206	Uniprot/SPTREMBL	NONE	100	100	-
Rv2482c	CCP45276	CCP45276	P9WI61	Uniprot/SWISSPROT	NONE	100	100	-
Rv2483c	CCP45277	CCP45277	I6YDI9	Uniprot/SPTREMBL	NONE	100	100	-
Rv2484c	CCP45278	CCP45278	P9WKB3	Uniprot/SWISSPROT	NONE	100	100	-
Rv2485c	CCP45279	CCP45279	I6Y9F7	Uniprot/SPTREMBL	NONE	100	100	-
Rv2486	CCP45280	CCP45280	P9WNN5	Uniprot/SWISSPROT	NONE	100	100	-
Rv2487c	CCP45281	CCP45281	I6XEF1	Uniprot/SPTREMBL	NONE	100	100	-
Rv2488c	CCP45282	CCP45282	O53213	Uniprot/SPTREMBL	NONE	100	100	-
Rv2489c	CCP45283	CCP45283	O53214	Uniprot/SPTREMBL	NONE	100	100	-
Rv2490c	CCP45284	CCP45284	Q79FD4	Uniprot/SPTREMBL	NONE	100	100	-
Rv2491	CCP45285	CCP45285	I6XEF6	Uniprot/SPTREMBL	NONE	100	100	-
Rv2492	CCP45286	CCP45286	I6YDJ7	Uniprot/SPTREMBL	NONE	100	100	-
Rv2493	CCP45287	CCP45287	P9WJ25	Uniprot/SWISSPROT	NONE	100	100	-
Rv2494	CCP45288	CCP45288	O53219	Uniprot/SWISSPROT	NONE	100	100	-
Rv2495c	CCP45289	CCP45289	O06159	Uniprot/SWISSPROT	NONE	100	100	-
Rv2496c	CCP45290	CCP45290	P9WIS1	Uniprot/SWISSPROT	NONE	100	100	-
Rv2497c	CCP45291	CCP45291	P9WIS3	Uniprot/SWISSPROT	NONE	100	100	-
Rv2498c	CCP45292	CCP45292	P9WPE1	Uniprot/SWISSPROT	NONE	100	100	-
Rv2499c	CCP45293	CCP45293	I6Y9H2	Uniprot/SPTREMBL	NONE	100	100	-
Rv2500c	CCP45294	CCP45294	I6Y0W5	Uniprot/SPTREMBL	NONE	100	100	-
Rv2501c	CCP45295	CCP45295	P9WPQ3	Uniprot/SWISSPROT	NONE	100	100	-
Rv2502c	CCP45296	CCP45296	I6YDK7	Uniprot/SPTREMBL	NONE	100	100	-
Rv2503c	CCP45297	CCP45297	P9WPW3	Uniprot/SWISSPROT	NONE	100	100	-
Rv2504c	CCP45298	CCP45298	P9WPW5	Uniprot/SWISSPROT	NONE	100	100	-
Rv2505c	CCP45299	CCP45299	I6Y0X0	Uniprot/SPTREMBL	NONE	100	100	-
Rv2506	CCP45300	CCP45300	O06169	Uniprot/SPTREMBL	NONE	100	100	-
Rv2507	CCP45301	CCP45301	O06170	Uniprot/SPTREMBL	NONE	100	100	-
Rv2508c	CCP45302	CCP45302	O06171	Uniprot/SPTREMBL	NONE	100	100	-
Rv2509	CCP45303	CCP45303	I6Y9I3	Uniprot/SPTREMBL	NONE	100	100	-
Rv2510c	CCP45304	CCP45304	I6Y0X6	Uniprot/SPTREMBL	NONE	100	100	-
Rv2511	CCP45305	CCP45305	P9WIU1	Uniprot/SWISSPROT	NONE	100	100	-
Rv2512c	CCP45306	CCP45306	P60230	Uniprot/SWISSPROT	NONE	100	100	-
Rv2513	CCP45307	CCP45307	O06175	Uniprot/SPTREMBL	NONE	100	100	-
Rv2514c	CCP45308	CCP45308	I6Y0Y0	Uniprot/SPTREMBL	NONE	100	100	-
Rv2515c	CCP45309	CCP45309	I6XEH5	Uniprot/SPTREMBL	NONE	100	100	-
Rv2516c	CCP45310	CCP45310	I6YDM0	Uniprot/SPTREMBL	NONE	100	100	-
Rv2517c	CCP45311	CCP45311	O53222	Uniprot/SPTREMBL	NONE	100	100	-
Rv2518c	CCP45312	CCP45312	I6Y9J2	Uniprot/SWISSPROT	NONE	100	100	-
Rv2519	CCP45313	CCP45313	Q79FD3	Uniprot/SPTREMBL	NONE	100	100	-
Rv2520c	CCP45314	CCP45314	I6XEI0	Uniprot/SPTREMBL	NONE	100	100	-
Rv2521	CCP45315	CCP45315	P9WIE1	Uniprot/SWISSPROT	NONE	100	100	-
Rv2522c	CCP45316	CCP45316	I6X4J0	Uniprot/SPTREMBL	NONE	100	100	-
Rv2523c	CCP45317	CCP45317	P9WQD3	Uniprot/SWISSPROT	NONE	100	100	-
Rv2524c	CCP45318	CCP45318	P95029	Uniprot/SPTREMBL	NONE	100	100	-
Rv2525c	CCP45319	CCP45319	I6XEI5	Uniprot/SWISSPROT	NONE	100	100	-
Rv2526	CCP45320	CCP45320	P9WJ49	Uniprot/SWISSPROT	NONE	100	100	-
Rv2527	CCP45321	CCP45321	P9WF95	Uniprot/SWISSPROT	NONE	100	100	-
Rv2528c	CCP45322	CCP45322	I6Y9K2	Uniprot/SPTREMBL	NONE	100	100	-
Rv2529	CCP45323	CCP45323	P95024	Uniprot/SPTREMBL	NONE	100	100	-
Rv2530c	CCP45324	CCP45324	P9WF63	Uniprot/SWISSPROT	NONE	100	100	-
Rv2530A	CCP45325	CCP45325	P9WJ23	Uniprot/SWISSPROT	NONE	100	100	-
Rv2531c	CCP45326	CCP45326	I6X4K0	Uniprot/SPTREMBL	NONE	100	100	-
Rv2532c	CCP45327	CCP45327	P95021	Uniprot/SPTREMBL	NONE	100	100	-
Rv2533c	CCP45328	CCP45328	P9WIV1	Uniprot/SWISSPROT	NONE	100	100	-
Rv2534c	CCP45329	CCP45329	P9WNM3	Uniprot/SWISSPROT	NONE	100	100	-
Rv2535c	CCP45330	CCP45330	I6YDN6	Uniprot/SPTREMBL	NONE	100	100	-
Rv2536	CCP45331	CCP45331	P95017	Uniprot/SPTREMBL	NONE	100	100	-
Rv2537c	CCP45332	CCP45332	P9WPX7	Uniprot/SWISSPROT	NONE	100	100	-
Rv2538c	CCP45333	CCP45333	P9WPX9	Uniprot/SWISSPROT	NONE	100	100	-
Rv2539c	CCP45334	CCP45334	P9WPY3	Uniprot/SWISSPROT	NONE	100	100	-
Rv2540c	CCP45335	CCP45335	P9WPY1	Uniprot/SWISSPROT	NONE	100	100	-
Rv2541	CCP45336	CCP45336	P95012	Uniprot/SPTREMBL	NONE	100	100	-
Rv2542	CCP45337	CCP45337	P95011	Uniprot/SPTREMBL	NONE	100	100	-
Rv2543	CCP45338	CCP45338	P9WK81	Uniprot/SWISSPROT	NONE	100	100	-
Rv2544	CCP45339	CCP45339	P9WK79	Uniprot/SWISSPROT	NONE	100	100	-
Rv2545	CCP45340	CCP45340	P9WJ47	Uniprot/SWISSPROT	NONE	100	100	-
Rv2546	CCP45341	CCP45341	P95007	Uniprot/SWISSPROT	NONE	100	100	-
Rv2547	CCP45342	CCP45342	P95006	Uniprot/SWISSPROT	NONE	100	100	-
Rv2548	CCP45343	CCP45343	P9WF93	Uniprot/SWISSPROT	NONE	100	100	-
Rv2548A	CCP45344	CCP45344	I6XEK2	Uniprot/SPTREMBL	NONE	100	100	-
Rv2549c	CCP45345	CCP45345	P95004	Uniprot/SWISSPROT	NONE	100	100	-
Rv2550c	CCP45346	CCP45346	P9WJ45	Uniprot/SWISSPROT	NONE	100	100	-
Rv2551c	CCP45347	CCP45347	I6Y9M6	Uniprot/SPTREMBL	NONE	100	100	-
Rv2552c	CCP45348	CCP45348	I6Y120	Uniprot/SPTREMBL	NONE	100	100	-
Rv2553c	CCP45349	CCP45349	I6XEK6	Uniprot/SPTREMBL	NONE	100	100	-
Rv2554c	CCP45350	CCP45350	P9WGV7	Uniprot/SWISSPROT	NONE	100	100	-
Rv2555c	CCP45351	CCP45351	P9WFW7	Uniprot/SWISSPROT	NONE	100	100	-
Rv2556c	CCP45352	CCP45352	P9WFP9	Uniprot/SWISSPROT	NONE	100	100	-
Rv2557	CCP45353	CCP45353	P9WLA5	Uniprot/SWISSPROT	NONE	100	100	-
Rv2558	CCP45354	CCP45354	P9WLA3	Uniprot/SWISSPROT	NONE	100	100	-
Rv2559c	CCP45355	CCP45355	P9WQN1	Uniprot/SWISSPROT	NONE	100	100	-
Rv2560	CCP45356	CCP45356	P9WLA1	Uniprot/SWISSPROT	NONE	100	100	-
Rv2561	CCP45357	CCP45357	P9WL99	Uniprot/SWISSPROT	NONE	100	100	-
Rv2562	CCP45358	CCP45358	P9WL99	Uniprot/SWISSPROT	NONE	100	100	-
Rv2563	CCP45359	CCP45359	P9WG15	Uniprot/SWISSPROT	NONE	100	100	-
Rv2564	CCP45360	CCP45360	P9WQI5	Uniprot/SWISSPROT	NONE	100	100	-
Rv2565	CCP45361	CCP45361	P9WIY7	Uniprot/SWISSPROT	NONE	100	100	-
Rv2566	CCP45362	CCP45362	Q50732	Uniprot/SPTREMBL	NONE	100	100	-
Rv2567	CCP45363	CCP45363	P9WL97	Uniprot/SWISSPROT	NONE	100	100	-
Rv2568c	CCP45364	CCP45364	P9WL95	Uniprot/SWISSPROT	NONE	100	100	-
Rv2569c	CCP45365	CCP45365	P9WL93	Uniprot/SWISSPROT	NONE	100	100	-
Rv2570	CCP45366	CCP45366	P9WL91	Uniprot/SWISSPROT	NONE	100	100	-
Rv2571c	CCP45367	CCP45367	P9WL89	Uniprot/SWISSPROT	NONE	100	100	-
Rv2572c	CCP45368	CCP45368	P9WFW3	Uniprot/SWISSPROT	NONE	100	100	-
Rv2573	CCP45369	CCP45369	P9WIL1	Uniprot/SWISSPROT	NONE	100	100	-
Rv2574	CCP45370	CCP45370	P9WL87	Uniprot/SWISSPROT	NONE	100	100	-
Rv2575	CCP45371	CCP45371	P9WL85	Uniprot/SWISSPROT	NONE	100	100	-
Rv2576c	CCP45372	CCP45372	P9WL83	Uniprot/SWISSPROT	NONE	100	100	-
Rv2577	CCP45373	CCP45373	P9WL81	Uniprot/SWISSPROT	NONE	100	100	-
Rv2578c	CCP45374	CCP45374	P9WL79	Uniprot/SWISSPROT	NONE	100	100	-
Rv2579	CCP45375	CCP45375	P9WMR9	Uniprot/SWISSPROT	NONE	100	100	-
Rv2580c	CCP45376	CCP45376	P9WFV5	Uniprot/SWISSPROT	NONE	100	100	-
Rv2581c	CCP45377	CCP45377	P9WMW3	Uniprot/SWISSPROT	NONE	100	100	-
Rv2582	CCP45378	CCP45378	P9WHW1	Uniprot/SWISSPROT	NONE	100	100	-
Rv2583c	CCP45379	CCP45379	P9WHG9	Uniprot/SWISSPROT	NONE	100	100	-
Rv2584c	CCP45380	CCP45380	P9WQ07	Uniprot/SWISSPROT	NONE	100	100	-
Rv2585c	CCP45381	CCP45381	P9WL77	Uniprot/SWISSPROT	NONE	100	100	-
Rv2586c	CCP45382	CCP45382	P9WGN9	Uniprot/SWISSPROT	NONE	100	100	-
Rv2587c	CCP45383	CCP45383	P9WGP1	Uniprot/SWISSPROT	NONE	100	100	-
Rv2588c	CCP45384	CCP45384	P9WL75	Uniprot/SWISSPROT	NONE	100	100	-
Rv2589	CCP45385	CCP45385	P9WQ79	Uniprot/SWISSPROT	NONE	100	100	-
Rv2590	CCP45386	CCP45386	Q50631	Uniprot/SPTREMBL	NONE	100	100	-
Rv2591	CCP45387	CCP45387	P9WIE9	Uniprot/SWISSPROT	NONE	100	100	-
Rv2592c	CCP45388	CCP45388	P9WGW1	Uniprot/SWISSPROT	NONE	100	100	-
Rv2593c	CCP45389	CCP45389	P9WGW3	Uniprot/SWISSPROT	NONE	100	100	-
Rv2594c	CCP45390	CCP45390	P9WGV9	Uniprot/SWISSPROT	NONE	100	100	-
Rv2595	CCP45391	CCP45391	P9WFC3	Uniprot/SWISSPROT	NONE	100	100	-
Rv2596	CCP45392	CCP45392	P9WF61	Uniprot/SWISSPROT	NONE	100	100	-
Rv2597	CCP45393	CCP45393	P9WL73	Uniprot/SWISSPROT	NONE	100	100	-
Rv2598	CCP45394	CCP45394	P9WL71	Uniprot/SWISSPROT	NONE	100	100	-
Rv2599	CCP45395	CCP45395	P9WL69	Uniprot/SWISSPROT	NONE	100	100	-
Rv2600	CCP45396	CCP45396	P9WFG5	Uniprot/SWISSPROT	NONE	100	100	-
Rv2601	CCP45397	CCP45397	P9WGE5	Uniprot/SWISSPROT	NONE	100	100	-
Rv2601A	CCP45398	CCP45398	P9WJ21	Uniprot/SWISSPROT	NONE	100	100	-
Rv2602	CCP45399	CCP45399	P9WF59	Uniprot/SWISSPROT	NONE	100	100	-
Rv2603c	CCP45400	CCP45400	P9WGA5	Uniprot/SWISSPROT	NONE	100	100	-
Rv2604c	CCP45401	CCP45401	P9WII7	Uniprot/SWISSPROT	NONE	100	100	-
